factor,ic,ic_abs,p_value,n_obs
auto_high_ratio_30_processed,-0.007525355249865613,0.007525355249865613,0.24888802038977118,23479
auto_high_ratio_30_1_processed,-0.007525355249865613,0.007525355249865613,0.24888802038977118,23479
auto_open_ratio_20_1_processed,0.007309431408295829,0.007309431408295829,0.26272689624533807,23479
auto_open_ratio_20_processed,0.007309431408295829,0.007309431408295829,0.26272689624533807,23479
auto_open_log_return_20_processed,0.007260440174031173,0.007260440174031173,0.2659393783591753,23479
auto_open_log_return_20_1_processed,0.007260440174031173,0.007260440174031173,0.2659393783591753,23479
upper_shadow_processed,-0.007208747188576494,0.007208747188576494,0.26935822930004755,23479
auto_volume_ma_30_1_processed,-0.007068271935263709,0.007068271935263709,0.2788007936348145,23479
auto_volume_ma_30_processed,-0.007068271935263709,0.007068271935263709,0.2788007936348145,23479
auto_price_ema_ratio_5_processed,-0.007052552806566999,0.007052552806566999,0.27987125226584375,23479
auto_price_ema_ratio_5_1_processed,-0.007052552806566999,0.007052552806566999,0.27987125226584375,23479
auto_skew_5_1_processed,0.005867969603361889,0.005867969603361889,0.3685990985107851,23479
auto_skew_5_processed,0.005867969603361889,0.005867969603361889,0.3685990985107851,23479
auto_close_log_return_30_1_processed,-0.005487347900669456,0.005487347900669456,0.40047111993501155,23479
auto_close_log_return_30_processed,-0.005487347900669456,0.005487347900669456,0.40047111993501155,23479
auto_upper_shadow_auto_1_processed,-0.005427035888733739,0.005427035888733739,0.4056692666258968,23479
auto_upper_shadow_auto_processed,-0.005427035888733739,0.005427035888733739,0.4056692666258968,23479
auto_upper_shadow_ratio_auto_processed,-0.005427035888733739,0.005427035888733739,0.4056692666258968,23479
auto_amount_ma_ratio_5_processed,0.005355610309953802,0.005355610309953802,0.4118771128977781,23479
auto_amount_ma_ratio_5_1_processed,0.005355610309953802,0.005355610309953802,0.4118771128977781,23479
auto_close_ratio_30_1_processed,-0.005209952878391006,0.005209952878391006,0.42470997408630196,23479
auto_close_ratio_30_processed,-0.005209952878391006,0.005209952878391006,0.42470997408630196,23479
auto_volatility_30_1_processed,-0.005172501830467808,0.005172501830467808,0.42804689622627684,23479
auto_volatility_30_processed,-0.005172501830467808,0.005172501830467808,0.42804689622627684,23479
auto_price_ema_ratio_20_processed,-0.0049933550764123605,0.0049933550764123605,0.4442186815047398,23479
auto_price_ema_ratio_20_1_processed,-0.0049933550764123605,0.0049933550764123605,0.4442186815047398,23479
auto_quantile_ratio_0.9_30_1_processed,-0.004966680836482289,0.004966680836482289,0.4466560734108367,23479
auto_quantile_ratio_0.9_30_processed,-0.004966680836482289,0.004966680836482289,0.4466560734108367,23479
auto_volume_ma_60_1_processed,-0.004948892099998617,0.004948892099998617,0.4482857623540059,23479
auto_volume_ma_60_processed,-0.004948892099998617,0.004948892099998617,0.4482857623540059,23479
auto_quantile_ratio_0.75_30_processed,0.0048154708276743115,0.0048154708276743115,0.46061606753000556,23479
auto_quantile_ratio_0.75_30_1_processed,0.0048154708276743115,0.0048154708276743115,0.46061606753000556,23479
auto_high_close_ratio_1_processed,-0.004654334988123345,0.004654334988123345,0.47575723143306725,23479
auto_high_close_ratio_processed,-0.004654334988123345,0.004654334988123345,0.47575723143306725,23479
auto_volume_std_30_1_processed,-0.004523129689364461,0.004523129689364461,0.48828481453327094,23479
auto_volume_std_30_processed,-0.004523129689364461,0.004523129689364461,0.48828481453327094,23479
volume_price_corr_processed,0.004216776676358329,0.004216776676358329,0.5182151099264873,23479
auto_quantile_ratio_0.25_60_1_processed,0.003947213403469504,0.003947213403469504,0.5453144928452968,23479
auto_quantile_ratio_0.25_60_processed,0.003947213403469504,0.003947213403469504,0.5453144928452968,23479
atr_14_processed,-0.003908626274273849,0.003908626274273849,0.5492504526507843,23479
auto_price_ma_ratio_10_processed,-0.0035814667742089736,0.0035814667742089736,0.583173158790862,23479
auto_price_ma_ratio_10_1_processed,-0.0035814667742089736,0.0035814667742089736,0.583173158790862,23479
auto_std_5_processed,-0.003493415774326856,0.003493415774326856,0.592467110049657,23479
auto_std_5_1_processed,-0.003493415774326856,0.003493415774326856,0.592467110049657,23479
auto_price_ma_ratio_60_processed,0.002865143822548872,0.002865143822548872,0.6606619218695987,23479
auto_price_ma_ratio_60_1_processed,0.002865143822548872,0.002865143822548872,0.6606619218695987,23479
auto_ma_cross_30_processed,0.0021477681167464337,0.0021477681167464337,0.7420934576399372,23479
auto_ma_cross_30_1_processed,0.0021477681167464337,0.0021477681167464337,0.7420934576399372,23479
ma_dev_5_processed,-0.002084580749561094,0.002084580749561094,0.749422676523938,23479
auto_price_ema_ratio_10_1_processed,-0.0016853970293142745,0.0016853970293142745,0.7962236645951596,23479
auto_price_ema_ratio_10_processed,-0.0016853970293142745,0.0016853970293142745,0.7962236645951596,23479
auto_quantile_ratio_0.25_10_1_processed,-0.0016128840999088,0.0016128840999088,0.8048099733508743,23479
auto_quantile_ratio_0.25_10_processed,-0.0016128840999088,0.0016128840999088,0.8048099733508743,23479
auto_amount_ma_10_processed,-0.0016040482880841122,0.0016040482880841122,0.8058578616702337,23479
auto_amount_ma_10_1_processed,-0.0016040482880841122,0.0016040482880841122,0.8058578616702337,23479
auto_skew_60_1_processed,-0.001111130711640273,0.001111130711640273,0.8648151219231396,23479
auto_skew_60_processed,-0.001111130711640273,0.001111130711640273,0.8648151219231396,23479
auto_quantile_ratio_0.1_5_processed,0.0006771687096579546,0.0006771687096579546,0.917362911515251,23479
auto_quantile_ratio_0.1_5_1_processed,0.0006771687096579546,0.0006771687096579546,0.917362911515251,23479
auto_volume_std_60_1_processed,-0.00033249029563920106,0.00033249029563920106,0.9593698992074022,23479
auto_volume_std_60_processed,-0.00033249029563920106,0.00033249029563920106,0.9593698992074022,23479
mom_10_processed,8.131617656197182e-05,8.131617656197182e-05,0.9900591744711466,23479
