factor,ic,ic_abs,ir,monotonicity,ic_win_rate,coverage,n_obs,ic_score,ir_score,mono_score,win_rate_score,coverage_score,composite_score
auto_amount_ma_ratio_20_processed,0.04135837245907185,0.04135837245907185,-0.31981205213252434,0.9999999999999999,0.24999999687500005,1.0,23479,0.3234191596596401,0.6003490441414124,0.999999000001,0.24999999687500005,1.0,0.6184418504817131
auto_amount_ma_ratio_20_1_processed,0.04135837245907185,0.04135837245907185,-0.31981205213252434,0.9999999999999999,0.24999999687500005,1.0,23479,0.3234191596596401,0.6003490441414124,0.999999000001,0.24999999687500005,1.0,0.6184418504817131
auto_kurtosis_10_processed,0.03528583451253044,0.03528583451253044,-0.014313284623800073,0.8999999999999998,0.24999999687500005,1.0,23479,0.2279398172543567,0.7710955280104735,0.8999991000008999,0.24999999687500005,1.0,0.6172586558476375
auto_kurtosis_10_1_processed,0.03528583451253044,0.03528583451253044,-0.014313284623800073,0.8999999999999998,0.24999999687500005,1.0,23479,0.2279398172543567,0.7710955280104735,0.8999991000008999,0.24999999687500005,1.0,0.6172586558476375
auto_ma_cross_20_processed,0.04645327219664149,0.04645327219664149,-0.4092509251789445,0.7,0.5499999931250001,1.0,23479,0.40352696315900893,0.5503607145045295,0.6999993000007,0.5499999931250001,1.0,0.6109717783847747
auto_ma_cross_20_1_processed,0.04645327219664149,0.04645327219664149,-0.4092509251789445,0.7,0.5499999931250001,1.0,23479,0.40352696315900893,0.5503607145045295,0.6999993000007,0.5499999931250001,1.0,0.6109717783847747
auto_std_ratio_60_1_processed,-0.030695213275385325,0.030695213275385325,0.15631163166587447,-0.49999999999999994,0.6749999915625001,1.0,23479,0.1557608533988931,0.8664595936480962,0.4999995000005,0.6749999915625001,1.0,0.6068050104962224
auto_std_ratio_60_processed,-0.030695213275385325,0.030695213275385325,0.15631163166587447,-0.49999999999999994,0.6749999915625001,1.0,23479,0.1557608533988931,0.8664595936480962,0.4999995000005,0.6749999915625001,1.0,0.6068050104962224
auto_amount_ma_ratio_30_processed,0.041554917968146844,0.041554917968146844,-0.4387779395483022,0.8999999999999998,0.36249999546875006,1.0,23479,0.32650947150690984,0.5338577546928337,0.8999991000008999,0.36249999546875006,1.0,0.5994666258704284
auto_amount_ma_ratio_30_1_processed,0.041554917968146844,0.041554917968146844,-0.4387779395483022,0.8999999999999998,0.36249999546875006,1.0,23479,0.32650947150690984,0.5338577546928337,0.8999991000008999,0.36249999546875006,1.0,0.5994666258704284
rsi_12_processed,0.06157984386870304,0.06157984386870304,-0.906568103553703,0.9999999999999999,0.06249999921875001,1.0,23479,0.6413641127675027,0.27240489730880957,0.999999000001,0.06249999921875001,1.0,0.5878170524020906
auto_skew_20_processed,0.03457937435528282,0.03457937435528282,0.13927376915376027,0.6,0.2624999967187501,1.0,23479,0.21683204784338864,0.856936952557556,0.5999994000006,0.2624999967187501,1.0,0.5778171296081687
auto_skew_20_1_processed,0.03457937435528282,0.03457937435528282,0.13927376915376027,0.6,0.2624999967187501,1.0,23479,0.21683204784338864,0.856936952557556,0.5999994000006,0.2624999967187501,1.0,0.5778171296081687
auto_volume_price_corr_auto_20_processed,-0.05611742426418171,0.05611742426418171,-0.1788923646013527,-0.39999999999999997,0.21249999734375005,1.0,23479,0.5554777442716959,0.6791105440652614,0.3999996000004,0.21249999734375005,1.0,0.5705219916858819
auto_vol_price_corr_20_1_processed,-0.05611742426418171,0.05611742426418171,-0.1788923646013527,-0.39999999999999997,0.21249999734375005,1.0,23479,0.5554777442716959,0.6791105440652614,0.3999996000004,0.21249999734375005,1.0,0.5705219916858819
auto_vol_price_corr_20_processed,-0.05611742426418171,0.05611742426418171,-0.1788923646013527,-0.39999999999999997,0.21249999734375005,1.0,23479,0.5554777442716959,0.6791105440652614,0.3999996000004,0.21249999734375005,1.0,0.5705219916858819
