date,total_value,cash
2022-06-29,29111.393839652428,22543.65446646188
2022-06-30,29159.374251208716,22543.65446646188
2022-07-01,29079.987871609763,22991.28179017519
2022-07-04,28972.444129351345,22991.28179017519
2022-07-05,28783.297565891065,22991.28179017519
2022-07-06,28565.08334425992,22991.28179017519
2022-07-07,28555.007977437195,22991.28179017519
2022-07-08,28660.42006561543,22991.28179017519
2022-07-11,28442.34355756478,22991.28179017519
2022-07-12,28016.950195335197,22991.28179017519
2022-07-13,28077.698391009988,22991.28179017519
2022-07-14,28139.79439160456,22813.961527059615
2022-07-15,27905.015398604155,22942.32926770777
2022-07-18,28047.308942592652,22942.32926770777
2022-07-19,28206.34786299935,22804.459099965836
2022-07-20,28345.706918387234,22636.77654897246
2022-07-21,28242.02651390621,22636.77654897246
2022-07-22,28018.46236595023,22636.77654897246
2022-07-25,27951.516420466305,22636.77654897246
2022-07-26,27755.79953814714,22636.77654897246
2022-07-27,27884.79857886743,22480.576726180938
2022-07-28,27982.029544470977,22480.576726180938
2022-07-29,27770.029803499503,22480.576726180938
2022-08-01,27693.591693630824,22330.17129166481
2022-08-02,26850.833255198682,21918.73455297073
2022-08-03,26672.612465221075,21918.73455297073
2022-08-04,26575.835885267887,21918.73455297073
2022-08-05,26702.37613432891,21918.73455297073
2022-08-08,26718.224389397757,21756.684678765785
2022-08-09,26656.49146226787,21756.684678765785
2022-08-10,26556.879872672052,21634.606723798897
2022-08-11,26157.549439355505,21634.606723798897
2022-08-12,26374.651791722925,21634.606723798897
2022-08-15,26303.12630149015,21634.606723798897
2022-08-16,26257.29572723611,21634.606723798897
2022-08-17,26318.15133109738,21634.606723798897
2022-08-18,26122.29296879667,21634.606723798897
2022-08-19,25958.616073724173,21634.606723798897
2022-08-22,26089.85886473183,21634.606723798897
2022-08-23,25549.941133502132,21634.606723798897
2022-08-24,25287.22585869061,21634.606723798897
2022-08-25,25062.995553880904,21482.594203798897
2022-08-26,25022.454581156013,21482.594203798897
2022-08-29,24949.61631470666,21482.594203798897
2022-08-30,25004.255848713663,21482.594203798897
2022-08-31,24827.239564554548,21482.594203798897
2022-09-01,24678.198460245963,21482.594203798897
2022-09-02,24761.33759101099,21482.594203798897
2022-09-05,24769.340055325232,21482.594203798897
2022-09-06,24807.962952206184,21482.594203798897
2022-09-07,24714.869173814168,21482.594203798897
2022-09-08,24624.17125919463,21482.594203798897
2022-09-09,24633.24057390077,21482.594203798897
2022-09-13,24683.79493755632,21482.594203798897
2022-09-14,24617.39373130003,21482.594203798897
2022-09-15,24574.38666003841,21482.594203798897
2022-09-16,24340.510846051366,21482.594203798897
2022-09-19,24066.075588477608,21482.594203798897
