date,stock,shares,price,value
2020-04-07,000045.SZ,127300,7.010196850393694,892398.0590551172
2020-04-07,603038.SH,64000,13.929973082099597,891518.2772543742
2020-04-07,002021.SZ,488000,1.8295600000000003,892825.2800000001
2020-04-07,000411.SZ,80700,11.061303191489351,892647.1675531906
2020-04-07,603093.SH,46400,19.24007134914751,892739.3106004444
2020-04-07,002483.SZ,152800,5.842950819672131,892802.8852459016
2020-04-07,002392.SZ,283400,3.1496240601503778,892603.458646617
2020-04-07,601339.SH,297800,2.9973880597014912,892622.1641791041
2020-04-07,000592.SZ,420400,2.1238235294117667,892855.4117647067
2020-04-07,600808.SH,439200,2.0327750809061493,892794.8155339808
2020-04-07,603220.SH,44000,20.25933039647577,891410.5374449339
2020-04-07,002566.SZ,120300,7.416620508982035,892219.4472305388
2020-04-07,603661.SH,32400,27.529192470483387,891945.8360436618
2020-04-07,002749.SZ,88300,10.105584206285256,892323.0854149881
2020-04-07,000605.SZ,180000,4.9578129496402905,892406.3309352522
2020-04-07,600569.SH,495600,1.80146484375,892805.9765625
2020-04-07,600702.SH,50300,17.737700657894738,892206.3430921054
2020-04-07,000506.SZ,312900,2.852969283276453,892694.0887372021
2020-04-07,002425.SZ,208800,4.275628205128202,892751.1692307686
2020-04-07,000966.SZ,274300,3.254920718816068,892824.7531712474
2020-04-07,001872.SZ,76700,11.625933488914814,891709.0985997663
2020-04-07,600712.SH,265800,3.3584811416921507,892684.2874617736
2020-04-07,600333.SH,299400,2.9813142857142867,892605.4971428574
2020-04-07,300182.SZ,219700,4.062950819672131,892630.2950819671
2020-04-07,000937.SZ,345500,2.5840964673913027,892805.3294836951
2020-04-07,000779.SZ,95900,9.302840579710145,892142.4115942029
2020-04-07,601996.SH,333400,2.677937062937064,892824.2167832172
2020-04-07,002675.SZ,70300,12.686485642946316,891859.940699126
2020-04-07,000816.SZ,920800,0.9696026490066222,892810.1192052977
2020-04-07,601689.SH,51000,17.49815731573156,892406.0231023096
2020-04-07,000766.SZ,181900,4.908253424657538,892811.2979452062
2020-04-07,603298.SH,82200,10.849460292983805,891825.6360832688
2020-04-07,300720.SZ,72400,12.330673508659398,892740.7620269405
2020-04-07,002927.SZ,67500,13.211079628724963,891747.874938935
2020-04-07,603860.SH,34100,26.11791304347826,890620.8347826087
2020-04-07,601015.SH,403400,2.21328173374613,892837.8513931888
2020-04-07,002535.SZ,487100,1.8328091872791543,892761.355123676
2020-04-07,002494.SZ,210600,4.2395668316831685,892852.7747524753
2020-04-07,000680.SZ,310800,2.872216216216214,892684.7999999993
2020-04-07,000002.SZ,39500,22.57842521498772,891847.7959920149
2020-04-07,601198.SH,94400,9.451574923547394,892228.672782874
2020-04-07,603126.SH,224900,3.969090909090911,892648.5454545459
2020-04-07,300548.SZ,7600,117.05729768786136,889635.4624277464
2020-04-07,300725.SZ,10500,84.99164960514766,892412.3208540505
2020-04-07,000809.SZ,467000,1.9116736401673635,892751.5899581588
2020-04-07,000011.SZ,107700,8.289353312302843,892763.3517350162
2020-04-07,000031.SZ,217000,4.113832872928179,892701.7334254149
2020-04-07,300735.SZ,30700,29.04368509525585,891641.1324243546
2020-04-07,002707.SZ,258000,3.460031595576621,892688.1516587683
2020-04-07,603369.SH,36500,24.42387422360247,891471.4091614902
2020-04-07,000545.SZ,382400,2.334334935897436,892649.6794871796
2020-04-07,603995.SH,53600,16.62695588235294,891204.8352941177
2020-04-07,600261.SH,316100,2.8239684210526312,892656.4178947367
2020-04-07,000802.SZ,105800,8.437321608040191,892668.6261306523
2020-04-07,300756.SZ,36400,24.49015439093483,891441.6198300278
2020-04-07,300721.SZ,45800,19.475709459459463,891987.4932432434
2020-04-07,601588.SH,403700,2.211531531531531,892795.2792792792
2020-04-07,002471.SZ,380700,2.345291666666668,892852.5375000006
2020-04-07,300218.SZ,99600,8.96188279301746,892603.5261845391
2020-04-07,300221.SZ,208800,4.275180102915948,892657.60548885
2020-04-07,002489.SZ,256700,3.478067915690866,892820.0339578453
2020-04-07,002878.SZ,30100,29.571773451870047,890110.3809012885
2020-04-07,601226.SH,257200,3.4712880562060877,892815.2880562057
2020-04-07,002233.SZ,69000,12.93734362783425,892676.7103205633
2020-04-07,300192.SZ,45600,19.54402234636871,891207.4189944131
2020-04-07,002580.SZ,183200,4.871041666666664,892374.8333333329
2020-04-07,600678.SH,156300,5.712223515715949,892820.5355064028
2020-04-07,600053.SH,37800,23.606699141937785,892333.2275652483
2020-04-07,300707.SZ,86300,10.342267786561257,892537.7099802365
2020-04-07,002716.SZ,746700,1.195731707317073,892852.8658536584
2020-04-07,300564.SZ,36200,24.620848214285708,891274.7053571426
2020-04-07,600035.SH,299700,2.9789680232558124,892796.716569767
2020-04-07,603279.SH,42700,20.89338188438779,892147.4064633586
2020-04-07,300803.SZ,13400,66.6022543792841,892470.208682407
2020-04-07,002482.SZ,290700,3.071280353200882,892821.1986754964
2020-04-07,600673.SH,168500,5.297236180904522,892584.296482412
2020-04-07,002554.SZ,355900,2.5080345394736865,892609.492598685
2020-04-07,600279.SH,291900,3.058698030634573,892833.9551422318
2020-04-07,600755.SH,164000,5.443765182186237,892777.4898785428
2020-04-08,002688.SZ,12500,10.131621004566204,126645.26255707756
2020-04-08,300465.SZ,6800,18.496809338521427,125778.3035019457
2020-04-08,601899.SH,38900,3.268105263157896,127129.29473684216
2020-04-08,002661.SZ,4800,26.39443961772371,126693.3101650738
2020-04-08,600929.SH,19400,6.545083207261719,126974.61422087735
2020-04-08,603458.SH,6000,20.95374087591241,125722.44525547445
2020-04-08,002170.SZ,25700,4.944977678571425,127085.92633928561
2020-04-08,603360.SH,5100,24.73731888191673,126160.32629777532
2020-04-08,300468.SZ,3700,34.22716783216782,126640.52097902095
2020-04-08,002240.SZ,13700,9.255526976160608,126800.71957340033
2020-04-08,600110.SH,25100,5.051652892561985,126796.48760330582
2020-04-08,603309.SH,4300,29.286248294679428,125930.86766712154
2020-04-08,600602.SH,19800,6.417027348394769,127057.14149821643
2020-04-08,002246.SZ,114777,7.915460526315788,908512.8128289472
2020-04-08,300447.SZ,75981,12.972515030060125,985664.6644989983
2020-04-08,002524.SZ,134700,6.635486767485824,893800.0675803404
2020-04-08,002774.SZ,167339,5.493311688311684,919245.2846103889
2020-04-08,601919.SH,297154,2.936763059701492,872670.8902425373
2020-04-08,000826.SZ,122495,7.394139784946235,905745.1529569891
2020-04-08,300562.SZ,48591,19.15734435797665,930874.5196984435
2020-04-08,000958.SZ,260688,3.4658466312056757,903504.6265957452
2020-04-08,603659.SH,16089,51.99870775347915,836607.2090457261
2020-04-08,300171.SZ,95384,9.412292817679557,897782.1381215468
2020-04-08,300674.SZ,16276,50.64264157706096,824259.6343082441
2020-04-08,600872.SH,14836,56.06182016418672,831733.1639558742
2020-04-08,688101.SH,47520,19.066216715976317,906026.6183431946
2020-04-08,600177.SH,153400,5.814439415041787,891935.0062674101
2020-04-08,002795.SZ,75079,12.714001401541683,954554.511226348
2020-04-08,600509.SH,353271,2.5868029490616613,913842.4646179621
2020-04-08,000411.SZ,81046,11.147074468085094,903425.7973404245
2020-04-08,603093.SH,45648,18.73054114158636,855011.7420311342
2020-04-08,002392.SZ,284996,3.1852631578947386,907787.258947369
2020-04-08,600808.SH,449698,2.120873786407767,953752.7
2020-04-08,002566.SZ,121831,7.620898203592812,928461.6490419159
2020-04-08,002749.SZ,88378,10.225624496373891,903720.2417405318
2020-04-08,600569.SH,495600,1.803564453125,893846.54296875
2020-04-08,600702.SH,50300,17.733878289473687,892014.0779605265
2020-04-08,000506.SZ,309640,2.7770477815699683,859885.075085325
2020-04-08,000966.SZ,281279,3.3995137420718824,956211.825856237
2020-04-08,600712.SH,270867,3.4944342507645256,946526.9222018347
2020-04-08,600333.SH,301668,3.0153000000000008,909619.5204000003
2020-04-08,300182.SZ,220844,4.060382513661202,896711.1158469946
2020-04-08,000937.SZ,346618,2.60720108695652,903702.826358695
2020-04-08,000816.SZ,920800,0.9696026490066222,892810.1192052977
2020-04-08,601689.SH,49807,17.062425742574245,849828.2389603955
2020-04-08,300720.SZ,73076,12.58101347017319,919370.140346376
2020-04-08,002927.SZ,67500,13.366527845627749,902240.629579873
2020-04-08,002494.SZ,222598,4.576551155115512,1018731.1340264027
2020-04-08,000680.SZ,312695,2.9231756756756737,914062.4179054048
2020-04-08,601198.SH,93975,9.362528669724767,879843.6317373851
2020-04-08,000031.SZ,216603,4.104426795580114,889031.1572030394
2020-04-08,300735.SZ,30413,28.50457601793049,866909.67043332
2020-04-08,002707.SZ,263489,3.601895734597158,949059.9052132706
2020-04-08,603369.SH,36707,24.71214130434782,907108.5708586954
2020-04-08,000545.SZ,380988,2.323557692307693,885247.5980769234
2020-04-08,600261.SH,316961,2.835536842105263,898754.5930105263
2020-04-08,000802.SZ,106838,8.566663316582902,915245.1754170841
2020-04-08,300756.SZ,37128,25.363657223796025,941701.8654050988
2020-04-08,601588.SH,403700,2.215615615615615,894444.0240240238
2020-04-08,300218.SZ,104424,10.28575436408978,1074079.613715711
2020-04-08,300221.SZ,214207,4.491895368782158,962195.4312607198
2020-04-08,002489.SZ,256700,3.478067915690866,892820.0339578453
2020-04-08,002878.SZ,30350,30.208712446351964,916834.4227467821
2020-04-08,601226.SH,263196,3.63316744730679,956235.139461358
2020-04-08,002233.SZ,69372,13.157427677873343,912757.0728694296
2020-04-08,300192.SZ,42628,17.802087988826813,758867.4067877093
2020-04-08,002580.SZ,184622,4.964138888888886,916489.2499444439
2020-04-08,300707.SZ,85058,10.255718873517775,872330.9359436749
2020-04-08,002716.SZ,746700,1.186062717770035,885633.0313588851
2020-04-08,300564.SZ,36437,24.92959288379531,908359.5759068497
2020-04-08,002482.SZ,293038,3.108432671081676,910888.8930684322
2020-04-08,600673.SH,168036,5.275376884422111,886453.2301507539
2020-04-08,600279.SH,294241,3.093544857768052,910247.7324945295
2020-04-08,002907.SZ,48410,19.559832635983263,946891.4979079497
2020-04-08,600115.SH,303475,3.0822696245733794,935391.7743174064
2020-04-08,001914.SZ,28100,31.86030163599179,895274.4759713693
2020-04-08,603616.SH,134423,7.148607784431138,960937.3042065869
2020-04-08,603908.SH,43518,20.899430441578737,909501.4139566235
2020-04-08,300717.SZ,69703,13.537640313820155,943614.1427942063
2020-04-08,600834.SH,167813,5.43406626506024,911906.9621385541
2020-04-08,000920.SZ,168693,5.112220982142855,862395.8941406246
2020-04-08,300377.SZ,96408,9.30298117154812,896881.8087866112
2020-04-08,603103.SH,87464,10.577227572225045,925126.6323770913
2020-04-08,002042.SZ,234315,3.7816216216216207,886090.6702702701
2020-04-08,600015.SH,160300,5.563246753246752,891788.4545454545
2020-04-08,002222.SZ,99414,9.409793977812988,935465.2585103004
2020-04-08,600138.SH,114199,8.179828124999998,934128.1920468748
2020-04-08,000045.SZ,125560,6.848103674540674,859847.8973753271
2020-04-08,603038.SH,63465,13.662637954239573,867099.3177658145
2020-04-08,002021.SZ,501811,1.8682600000000007,937513.4188600003
2020-04-08,002483.SZ,154017,5.966533957845433,918947.66058548
2020-04-08,601339.SH,301222,3.0690547263681576,924466.8027860691
2020-04-08,000592.SZ,427153,2.195147058823531,937663.6516176477
2020-04-08,603220.SH,44122,20.458255506607927,902659.149462555
2020-04-08,603661.SH,32768,28.050260637112924,919150.9405569163
2020-04-08,002425.SZ,212550,4.4025641025641,935764.9999999995
2020-04-08,001872.SZ,76862,11.636187281213534,894380.6268086346
2020-04-08,601996.SH,335798,2.7241258741258747,914756.0202797204
2020-04-08,002675.SZ,70250,12.569044943820224,882975.4073033708
2020-04-08,000766.SZ,183174,5.003900304414006,916584.434360731
2020-04-08,603298.SH,81509,10.737818041634538,875228.8107555896
2020-04-08,603860.SH,33935,25.96252264492753,881038.2059556157
2020-04-08,002535.SZ,495608,1.8977561837455847,940543.1467137818
2020-04-08,000002.SZ,39339,22.327285012285017,878333.0650982803
2020-04-08,603126.SH,226419,4.013969696969698,908839.0048181821
2020-04-08,300548.SZ,7990,128.44224194880272,1026253.5131709337
2020-04-08,300725.SZ,10287,82.9617724480842,853427.7531734422
2020-04-08,000809.SZ,475728,1.97020920502092,937283.6846861922
2020-04-08,000011.SZ,105037,7.954384858044167,835504.7223343853
2020-04-08,603995.SH,54078,16.84842463235294,911129.1072683823
2020-04-08,300721.SZ,46367,19.7985576923077,917999.7245192311
2020-04-08,002471.SZ,383899,2.3875000000000006,916558.8625000003
2020-04-08,600678.SH,156743,5.79633003492433,908534.1586641443
2020-04-08,600053.SH,37039,23.05680371826957,854000.9529209866
2020-04-08,600035.SH,295977,2.9627616279069757,876909.2983430229
2020-04-08,603279.SH,42501,20.844770141101485,885923.5757669542
2020-04-08,300803.SZ,13264,65.82167174409751,873058.6540137094
2020-04-08,002554.SZ,353330,2.480879934210529,876569.3071546063
2020-04-08,600755.SH,163742,5.435205802968963,889971.468589744
2020-04-09,002033.SZ,100,6.529444444444448,652.9444444444448
2020-04-09,000779.SZ,100,10.459748792270531,1045.9748792270532
2020-04-09,000605.SZ,100,6.065007194244608,606.5007194244608
2020-04-09,601015.SH,300,2.834945820433437,850.4837461300311
2020-04-09,600313.SH,100,5.87124193548387,587.124193548387
2020-04-09,002246.SZ,114924,8.028371710526315,922652.5904605262
2020-04-09,300447.SZ,77569,13.628316633266538,1057134.892925852
2020-04-09,002524.SZ,134860,6.689002835538756,902078.9224007566
2020-04-09,002774.SZ,167339,5.53141558441558,925621.5524805187
2020-04-09,601919.SH,294160,2.8980083955223868,852478.1496268653
2020-04-09,000826.SZ,122642,7.472298387096772,916417.6187903223
2020-04-09,300562.SZ,49576,19.894163424124518,986273.0459143971
2020-04-09,000958.SZ,261276,3.503191489361704,915299.8595744686
2020-04-09,603659.SH,16144,51.59945737340664,833021.6398362769
2020-04-09,300171.SZ,96885,9.664723756906076,936366.7611878451
2020-04-09,300674.SZ,16437,50.56412903225809,831122.5889032262
2020-04-09,600872.SH,15132,57.15140071831704,864814.9956695734
2020-04-09,688101.SH,47495,19.112199211045347,907733.9015285987
2020-04-09,600177.SH,153162,5.825696378830089,892275.3087743741
2020-04-09,002795.SZ,76516,13.338093903293611,1020577.593104414
2020-04-09,600509.SH,357814,2.6559651474530823,950341.5132707772
2020-04-09,000411.SZ,81669,11.370306873977077,928601.5920908339
2020-04-09,603093.SH,47619,20.275460526315783,965497.1548026312
2020-04-09,600110.SH,26405,5.615919421487604,148288.3523243802
2020-04-09,002392.SZ,290584,3.307017543859651,960966.3859649128
2020-04-09,600808.SH,451447,2.158349514563107,974380.413300971
2020-04-09,002566.SZ,123022,7.787402694610777,958021.854296407
2020-04-09,002749.SZ,87828,10.101188557614828,887167.188638195
2020-04-09,600569.SH,497905,1.8225000000000005,907431.8625000003
2020-04-09,600702.SH,50343,17.821827302631583,897204.2518963817
2020-04-09,000506.SZ,310726,2.7867918088737227,865928.6716040963
2020-04-09,000966.SZ,281279,3.444244186046512,968793.5604069768
2020-04-09,600712.SH,267181,3.461671763506626,924892.9234454638
2020-04-09,600333.SH,302424,3.04952380952381,922249.1885714288
2020-04-09,300182.SZ,226565,4.268360655737705,967061.1319672132
2020-04-09,000937.SZ,346618,2.6156249999999983,906622.7062499995
2020-04-09,000816.SZ,920800,0.9696026490066222,892810.1192052977
2020-04-09,601899.SH,38900,3.282657894736843,127695.3921052632
2020-04-09,601689.SH,48926,16.504975247524737,807522.4189603953
2020-04-09,600929.SH,19840,6.788294251134638,134679.7579425112
2020-04-09,300720.SZ,73856,12.93393200769724,955248.4823604875
2020-04-09,002927.SZ,68112,13.579491939423546,924926.3549780166
2020-04-09,002170.SZ,25763,4.902812499999996,126311.1584374999
2020-04-09,002494.SZ,217219,4.559096534653466,990322.3901608912
2020-04-09,002240.SZ,13668,9.260803011292351,126576.65555834386
2020-04-09,000680.SZ,311747,2.936547297297296,915459.8102905402
2020-04-09,601198.SH,94654,9.534613914373086,902489.3454510701
2020-04-09,000031.SZ,215809,4.110055248618787,886986.9131491717
2020-04-09,300735.SZ,30733,28.95276428838249,889805.304874859
2020-04-09,002707.SZ,264586,3.6721090047393385,971588.6331279626
2020-04-09,603369.SH,37512,25.727416149068308,965086.8345838503
2020-04-09,000545.SZ,382399,2.35604967948718,900951.0413862182
2020-04-09,600261.SH,319544,2.889894736842105,923448.5237894736
2020-04-09,000802.SZ,108337,8.811972361809035,954662.6497613054
2020-04-09,300756.SZ,37313,25.88175424929177,965725.8963038238
2020-04-09,601588.SH,405184,2.234009009009009,905184.7063063063
2020-04-09,300218.SZ,103275,10.141773690773071,1047391.677914589
2020-04-09,300221.SZ,212127,4.48108919382504,950560.0074185244
2020-04-09,002489.SZ,257365,3.5187997658079624,905615.9017271663
2020-04-09,002878.SZ,30321,30.32191600245251,919390.8151103626
2020-04-09,601226.SH,263196,3.6539812646370007,961713.2529274
2020-04-09,002233.SZ,69105,13.276757232212672,917490.3085320567
2020-04-09,300192.SZ,42979,17.59043819832402,756019.443325768
2020-04-09,002580.SZ,186756,5.092013888888885,950964.1458333326
2020-04-09,300707.SZ,86062,10.59088932806323,911473.1173517777
2020-04-09,002716.SZ,738627,1.174834494773519,867764.47837108
2020-04-09,300564.SZ,36496,25.183113006396585,919082.8922814497
2020-04-09,603360.SH,5279,25.846117370222487,136441.6535974045
2020-04-09,002482.SZ,293817,3.145827814569535,924297.6909933771
2020-04-09,600673.SH,167804,5.2935678391959815,888281.8576884425
2020-04-09,600279.SH,295801,3.147275711159737,930967.3026367613
2020-04-09,600602.SH,20042,6.595154577883473,132180.08804994056
2020-04-09,002907.SZ,49872,20.688882247459656,1031795.935445308
2020-04-09,600115.SH,304185,3.1351365187713323,953661.5019624577
2020-04-09,001914.SZ,28639,33.08101226993862,947407.110398772
2020-04-09,603309.SH,4482,29.694398021828125,133090.29193383365
2020-04-09,603616.SH,132524,7.132742514970061,945259.5690538923
2020-04-09,603908.SH,43424,21.05577960140679,914326.1734114884
2020-04-09,300717.SZ,69888,13.785470730235364,963438.9783946892
2020-04-09,600834.SH,169126,5.5283132530120485,934981.5072289157
2020-04-09,000920.SZ,168404,5.086101190476187,856519.7848809517
2020-04-09,300468.SZ,3700,33.45312587412587,123776.5657342657
2020-04-09,300377.SZ,97687,9.589690376569036,936788.0838158994
2020-04-09,603103.SH,87524,10.757576026355808,941546.0841307658
2020-04-09,002042.SZ,230336,3.7138851351351354,855441.4464864866
2020-04-09,600015.SH,159810,5.55262012987013,887364.2229545454
2020-04-09,002222.SZ,99595,9.572698098256726,953392.8670958787
2020-04-09,600138.SH,113865,8.222021484374999,936200.4763183593
2020-04-09,000045.SZ,126777,6.979074803149599,884786.1663188967
2020-04-09,603038.SH,63821,13.794804845222073,880398.2400269179
2020-04-09,002021.SZ,501811,1.9031400000000007,955016.5865400004
2020-04-09,002483.SZ,154930,6.055550351288057,938186.4159250587
2020-04-09,601339.SH,301222,3.0821890547263666,928423.1514427856
2020-04-09,000592.SZ,433906,2.274316608996541,986839.6225432531
2020-04-09,603220.SH,43609,20.19970814977974,880889.0727037448
2020-04-09,603661.SH,32648,28.09386834484294,917208.6137224323
2020-04-09,002425.SZ,212550,4.4679487179487145,949662.4999999993
2020-04-09,001872.SZ,77242,11.78915985997666,910618.2859043172
2020-04-09,601996.SH,344192,2.8474213286713304,980059.6419580425
2020-04-09,002675.SZ,73418,13.48539481897628,990070.7168196006
2020-04-09,000766.SZ,183492,5.047671232876715,926207.2898630141
2020-04-09,603298.SH,81509,10.778758673862756,878565.8407478794
2020-04-09,603860.SH,33985,25.98921195652174,883243.3683423913
2020-04-09,002535.SZ,495608,1.914222614840992,948704.0416961143
2020-04-09,000002.SZ,38945,22.040152794840303,858353.7505950556
2020-04-09,603126.SH,226419,4.047833333333334,916506.3755000002
2020-04-09,300548.SZ,8653,149.63736065235352,1294812.081724815
2020-04-09,300725.SZ,11083,92.19780272009356,1021828.2475467969
2020-04-09,000809.SZ,482274,2.034309623430961,981094.6393305432
2020-04-09,000011.SZ,105642,8.043809148264987,849764.0860410098
2020-04-09,002688.SZ,12240,9.92106164383561,121433.79452054788
2020-04-09,603458.SH,5933,20.450072992700733,121330.28306569345
2020-04-09,603995.SH,53826,16.852444852941183,907099.6966544121
2020-04-09,300721.SZ,46768,20.270901767151777,948029.5338461543
2020-04-09,002471.SZ,390297,2.4705000000000004,964228.7385000001
2020-04-09,600678.SH,157408,5.893247962747379,927644.3753201395
2020-04-09,600053.SH,37126,23.19536378262424,861151.0757937076
2020-04-09,300465.SZ,6934,18.977592412451397,131590.62578793798
2020-04-09,002661.SZ,4786,26.09659209383144,124898.28976107726
2020-04-09,600035.SH,296907,2.960486918604649,878989.2895421506
2020-04-09,603279.SH,42819,21.084101046882093,902800.1227264444
2020-04-09,300803.SZ,14072,73.16929423711603,1029638.3085046968
2020-04-09,002554.SZ,358469,2.5513815789473715,914591.2032236853
2020-04-09,600755.SH,169414,5.776457489878546,978612.7691902841
2020-04-10,002246.SZ,111392,7.65466447368421,852668.3850526316
2020-04-10,300447.SZ,74458,12.870428356713427,958306.3545841684
2020-04-10,002524.SZ,131484,6.411403591682421,842996.9898487715
2020-04-10,002774.SZ,164002,5.356811688311684,878527.8305064928
2020-04-10,601919.SH,290417,2.823134328358208,819886.2022388057
2020-04-10,000826.SZ,120428,7.205806451612899,867780.8593548381
2020-04-10,002033.SZ,98,6.415476190476193,628.7166666666669
2020-04-10,300562.SZ,48618,19.607785343709462,953291.3078404666
2020-04-10,000958.SZ,257156,3.415031028368796,878195.7191312062
2020-04-10,603659.SH,15794,49.9745202315519,789297.5725371307
2020-04-10,300171.SZ,98732,10.241695441988949,1011183.0743784528
2020-04-10,300674.SZ,16162,49.53279569892474,800549.0440860216
2020-04-10,600872.SH,14787,55.899025141097965,826578.8847614157
2020-04-10,688101.SH,46527,18.459679487179468,858873.5074999991
2020-04-10,600177.SH,153162,5.832444289693598,893308.8322980509
2020-04-10,002795.SZ,75354,13.212121583742103,995586.2098213024
2020-04-10,600509.SH,348726,2.56382037533512,894070.8242091151
2020-04-10,000411.SZ,81184,11.257242225859237,913907.9528641563
2020-04-10,603093.SH,45383,18.86628428465529,856208.579690511
2020-04-10,600110.SH,25852,5.527737603305787,142903.0725206612
2020-04-10,002392.SZ,282600,3.180676691729325,898859.2330827073
2020-04-10,600808.SH,446197,2.120873786407768,946327.5208737868
2020-04-10,002566.SZ,123532,7.893076347305387,975047.5073353291
2020-04-10,002749.SZ,86413,9.84105560032232,850395.1375906527
2020-04-10,000605.SZ,100,6.137514388489213,613.7514388489212
2020-04-10,600569.SH,490989,1.7847070312500002,876271.5205664063
2020-04-10,600702.SH,49953,17.68391118421053,883364.4153848686
2020-04-10,000506.SZ,303120,2.7304863481228696,827665.0218430043
2020-04-10,000966.SZ,273601,3.273572938689218,895652.8295983088
2020-04-10,600712.SH,260271,3.3059123343527013,860433.1091743119
2020-04-10,600333.SH,295619,2.93994761904762,869104.3751952384
2020-04-10,300182.SZ,216266,3.989139344262295,862715.2094262295
2020-04-10,000937.SZ,343263,2.5694565217391285,881999.3540217385
2020-04-10,000816.SZ,913190,0.9556291390728474,872670.9735099336
2020-04-10,601899.SH,39096,3.3661421052631595,131602.6917473685
2020-04-10,601689.SH,47392,15.673268701870173,742787.5503190312
2020-04-10,600929.SH,18781,6.286077912254155,118058.82927004527
2020-04-10,300720.SZ,72711,12.64835792174471,919674.7528479795
2020-04-10,002927.SZ,67703,13.629699560332192,922771.5493331704
2020-04-10,601015.SH,290,2.605959752321981,755.7283281733745
2020-04-10,002170.SZ,24430,4.543229166666664,110991.0885416666
2020-04-10,002494.SZ,210598,4.334059405940594,912744.2427722772
2020-04-10,000680.SZ,309851,2.9076486486486472,900937.841432432
2020-04-10,002240.SZ,13284,8.823688833124221,117213.88245922215
2020-04-10,601198.SH,92786,9.21696483180428,855205.2988837919
2020-04-10,000031.SZ,212635,3.999640883977903,850463.6393646414
2020-04-10,300735.SZ,29199,26.793591707134823,782346.0842566297
2020-04-10,002707.SZ,255254,3.4654620853080598,884573.0591232235
2020-04-10,603369.SH,38122,26.64970885093166,1015940.2008152168
2020-04-10,000545.SZ,386632,2.404086538461539,929496.7865384617
2020-04-10,600261.SH,310930,2.7797,864292.121
2020-04-10,000802.SZ,104414,8.363291457286422,873244.7142211045
2020-04-10,300756.SZ,35237,23.335196175637385,822262.3076409346
2020-04-10,601588.SH,408152,2.258633633633633,921865.8348348344
2020-04-10,300218.SZ,95578,8.854264339152124,846272.8770074816
2020-04-10,300221.SZ,212542,4.443859348198968,944506.7535849051
2020-04-10,002878.SZ,29114,28.498056407112227,829692.4142366654
2020-04-10,601226.SH,259864,3.575761124121778,929211.5887587818
2020-04-10,002233.SZ,67133,12.696051602814704,852324.0322517595
2020-04-10,300192.SZ,42924,17.923409567039105,769344.4322555865
2020-04-10,002580.SZ,182843,4.944870370370365,904134.9331296288
2020-04-10,300707.SZ,84998,10.307206027667975,876091.8979397225
2020-04-10,002716.SZ,722482,1.135121951219512,820105.1775609755
2020-04-10,300564.SZ,35557,24.254308368869932,862410.4426719082
2020-04-10,603360.SH,5336,26.834041642897898,143186.44620650317
2020-04-10,002482.SZ,290699,3.08774834437086,897605.3559602647
2020-04-10,600673.SH,170585,5.436783919597992,927433.7849246234
2020-04-10,600279.SH,294240,3.110043763676148,915099.2770240698
2020-04-10,600602.SH,19746,6.460683709869203,127572.66053507729
2020-04-10,002907.SZ,50164,21.052630005977285,1056084.1316198446
2020-04-10,600115.SH,302763,3.104129692832765,939815.6181911264
2020-04-10,001914.SZ,28706,33.498399795500994,961605.0645296515
2020-04-10,603616.SH,127864,6.684529940119761,854710.7362634732
2020-04-10,603908.SH,42036,19.931809300508004,837853.5357561545
2020-04-10,300717.SZ,67573,13.058056729028364,882372.0673506336
2020-04-10,600834.SH,167025,5.461767068273091,912251.6445783131
2020-04-10,000920.SZ,161771,4.779352678571426,773160.6621651781
2020-04-10,600313.SH,94,5.382322580645162,505.9383225806452
2020-04-10,300468.SZ,3482,30.299015384615377,105501.17156923075
2020-04-10,300377.SZ,93026,8.878748953974895,825954.5001924686
2020-04-10,002222.SZ,97055,9.192927892234536,892219.6165808229
2020-04-10,600015.SH,158341,5.467990259740258,865807.0457175322
2020-04-10,603103.SH,85656,10.35508616320325,886975.2603953376
2020-04-10,002042.SZ,225472,3.5441554054054043,799107.8075675673
2020-04-10,600138.SH,110643,7.831828124999998,866536.9592343747
2020-04-10,000045.SZ,123124,6.675826771653536,821954.49543307
2020-04-10,603038.SH,64712,14.134037685060562,914641.8466756392
2020-04-10,002021.SZ,504112,1.9074900000000004,961588.5988800002
2020-04-10,002483.SZ,149146,5.723360655737706,853616.348360656
2020-04-10,601339.SH,295231,2.990858208955223,882994.0598880595
2020-04-10,000592.SZ,425464,2.2235294117647078,946031.7176470596
2020-04-10,603220.SH,41355,18.28884911894274,756335.355313877
2020-04-10,603661.SH,32334,27.634753285809737,893542.112743372
2020-04-10,002425.SZ,207132,4.281846153846151,886907.3575384609
2020-04-10,601996.SH,336996,2.814912587412589,948614.2823076928
2020-04-10,002675.SZ,73368,13.684447565543072,1004000.5489887642
2020-04-10,000766.SZ,187951,5.25791476407915,988230.3378234403
2020-04-10,603298.SH,80058,10.452893215111793,836837.7250154199
2020-04-10,603860.SH,33515,25.474719202898555,853785.214085145
2020-04-10,002535.SZ,478591,1.824646643109543,873259.4615724393
2020-04-10,000002.SZ,39222,22.21769041769042,871422.2535626537
2020-04-10,603126.SH,221353,3.8976868686868698,862764.6814444447
2020-04-10,300548.SZ,7869,132.95849229287094,1046250.3758526015
2020-04-10,300725.SZ,10779,91.575492834162,987092.2372594322
2020-04-10,000809.SZ,488820,2.087698744769874,1020508.9004184097
2020-04-10,000011.SZ,108304,8.272397476340698,895933.736277603
