date,stock,shares,price,value
2021-03-26,688101.SH,38951,12.679900147929,493894.7906619825
2021-03-26,600872.SH,2019,59.6724923037455,120478.76196126216
2021-03-26,600177.SH,11583,9.91811281337049,114881.50071727038
2021-03-26,600509.SH,12595,8.821085790884718,111101.57553619302
2021-03-26,002795.SZ,90,9.494709180098084,854.5238262088276
2021-03-26,000411.SZ,7849,15.233273322422257,119565.96230769229
2021-03-26,603093.SH,570,9.418901037805774,5368.773591549291
2021-03-26,600110.SH,1259,11.157334710743834,14047.084400826487
2021-03-26,002392.SZ,93,6.066541353383474,564.188345864663
2021-03-26,600808.SH,655,2.8809304207119744,1887.0094255663432
2021-03-26,002566.SZ,14102,6.805576347305385,95972.23764970053
2021-03-26,000605.SZ,2554,4.100978417266192,10473.898877697853
2021-03-26,002749.SZ,10281,10.232373086220775,105199.02769943578
2021-03-26,600569.SH,92,2.473173828124997,227.53199218749972
2021-03-26,600702.SH,617,179.0277302631581,110460.10957236856
2021-03-26,000506.SZ,185,1.5411604095563138,285.1146757679181
2021-03-26,600728.SH,10,4.613197314049589,46.131973140495894
2021-03-26,600712.SH,380,1.6076197757390418,610.8955147808359
